time,open,high,low,close,tick_volume,spread,real_volume
2025-08-06 05:50:00,3375.7,3376.17,3375.35,3375.85,164,18,0
2025-08-06 05:52:00,3375.84,3375.94,3375.49,3375.54,118,18,0
2025-08-06 05:54:00,3375.54,3375.86,3375.31,3375.48,135,18,0
2025-08-06 05:56:00,3375.52,3376.4,3375.22,3376.34,112,18,0
2025-08-06 05:58:00,3376.4,3376.57,3376.09,3376.26,131,18,0
2025-08-06 06:00:00,3376.27,3377.05,3376.07,3376.86,176,18,0
2025-08-06 06:02:00,3376.93,3377.15,3376.56,3376.97,149,18,0
2025-08-06 06:04:00,3376.99,3377.24,3376.39,3376.64,162,19,0
2025-08-06 06:06:00,3376.62,3377.26,3376.59,3377.01,148,18,0
2025-08-06 06:08:00,3377.01,3377.03,3375.53,3375.72,136,18,0
2025-08-06 06:10:00,3375.62,3376.28,3375.58,3376.16,171,19,0
2025-08-06 06:12:00,3376.2,3376.3,3375.52,3375.93,195,19,0
2025-08-06 06:14:00,3375.92,3376.28,3375.43,3375.67,152,20,0
2025-08-06 06:16:00,3375.69,3376.25,3375.66,3376.08,106,18,0
2025-08-06 06:18:00,3376.08,3377.47,3375.99,3377.43,179,19,0
2025-08-06 06:20:00,3377.41,3378.05,3377.32,3377.97,159,18,0
2025-08-06 06:22:00,3377.99,3378.25,3377.75,3378.04,146,18,0
2025-08-06 06:24:00,3378.03,3378.15,3377.54,3378.04,164,19,0
2025-08-06 06:26:00,3378.01,3378.12,3377.03,3377.08,166,19,0
2025-08-06 06:28:00,3377.08,3377.51,3376.88,3376.95,143,18,0
2025-08-06 06:30:00,3376.94,3377.19,3375.65,3375.79,164,18,0
2025-08-06 06:32:00,3375.79,3375.79,3374.77,3374.92,134,18,0
2025-08-06 06:34:00,3374.94,3376.03,3374.81,3375.46,310,18,0
2025-08-06 06:36:00,3375.48,3375.54,3373.64,3373.68,299,19,0
2025-08-06 06:38:00,3373.63,3374.39,3373.46,3374.27,203,18,0
2025-08-06 06:40:00,3374.23,3375.62,3374.09,3375.53,118,18,0
2025-08-06 06:42:00,3375.54,3375.54,3374.59,3374.71,113,19,0
2025-08-06 06:44:00,3374.7,3375.16,3374.41,3374.52,137,19,0
2025-08-06 06:46:00,3374.53,3374.9,3374.27,3374.68,89,19,0
2025-08-06 06:48:00,3374.71,3375.04,3374.39,3374.99,96,19,0
2025-08-06 06:50:00,3375.0,3375.21,3374.04,3374.45,131,19,0
2025-08-06 06:52:00,3374.47,3374.56,3374.09,3374.45,88,19,0
2025-08-06 06:54:00,3374.44,3374.65,3373.97,3374.53,88,19,0
2025-08-06 06:56:00,3374.54,3374.94,3374.54,3374.79,88,19,0
2025-08-06 06:58:00,3374.76,3374.76,3374.36,3374.55,84,19,0
2025-08-06 07:00:00,3374.61,3375.54,3374.56,3375.46,79,19,0
2025-08-06 07:02:00,3375.44,3375.45,3374.74,3375.03,96,18,0
2025-08-06 07:04:00,3375.03,3375.39,3374.94,3375.32,70,19,0
2025-08-06 07:06:00,3375.29,3375.45,3375.16,3375.35,114,19,0
2025-08-06 07:08:00,3375.34,3375.37,3374.93,3375.03,79,19,0
2025-08-06 07:10:00,3375.03,3375.18,3374.73,3375.18,84,19,0
2025-08-06 07:12:00,3375.16,3375.29,3374.94,3375.12,86,19,0
2025-08-06 07:14:00,3375.11,3375.73,3374.59,3375.62,167,18,0
2025-08-06 07:16:00,3375.63,3376.47,3375.45,3376.06,106,19,0
2025-08-06 07:18:00,3376.07,3376.07,3375.72,3375.8,100,19,0
2025-08-06 07:20:00,3375.79,3375.79,3375.43,3375.66,99,19,0
2025-08-06 07:22:00,3375.65,3375.65,3375.25,3375.26,64,20,0
2025-08-06 07:24:00,3375.36,3375.39,3374.7,3374.91,84,20,0
2025-08-06 07:26:00,3374.9,3375.06,3374.67,3374.78,90,20,0
2025-08-06 07:28:00,3374.77,3374.87,3374.46,3374.76,106,20,0
2025-08-06 07:30:00,3374.77,3375.07,3374.43,3374.43,71,19,0
2025-08-06 07:32:00,3374.5,3374.84,3374.37,3374.77,85,19,0
2025-08-06 07:34:00,3374.82,3374.99,3374.76,3374.81,60,19,0
2025-08-06 07:36:00,3374.78,3375.2,3374.67,3374.82,71,19,0
2025-08-06 07:38:00,3374.81,3376.1,3374.81,3375.37,131,19,0
2025-08-06 07:40:00,3375.4,3375.88,3375.3,3375.77,141,19,0
2025-08-06 07:42:00,3375.71,3375.71,3374.75,3374.8,113,18,0
2025-08-06 07:44:00,3374.84,3374.95,3374.59,3374.64,73,19,0
2025-08-06 07:46:00,3374.67,3374.71,3374.21,3374.32,90,20,0
2025-08-06 07:48:00,3374.33,3374.72,3373.51,3373.64,78,20,0
2025-08-06 07:50:00,3373.65,3373.81,3373.34,3373.53,103,19,0
2025-08-06 07:52:00,3373.54,3373.54,3372.63,3373.05,166,19,0
2025-08-06 07:54:00,3373.02,3373.46,3372.56,3373.27,134,19,0
2025-08-06 07:56:00,3373.28,3373.33,3372.69,3372.97,87,19,0
2025-08-06 07:58:00,3373.0,3373.01,3372.19,3372.4,94,18,0
2025-08-06 08:00:00,3372.39,3372.69,3372.08,3372.51,191,19,0
2025-08-06 08:02:00,3372.5,3373.2,3372.35,3372.52,219,19,0
2025-08-06 08:04:00,3372.53,3373.04,3372.53,3372.74,148,20,0
2025-08-06 08:06:00,3372.73,3372.74,3371.91,3372.53,111,19,0
2025-08-06 08:08:00,3372.51,3372.51,3371.75,3372.04,147,19,0
2025-08-06 08:10:00,3372.03,3372.1,3371.23,3371.75,168,18,0
2025-08-06 08:12:00,3371.78,3371.93,3371.57,3371.88,146,19,0
2025-08-06 08:14:00,3371.89,3372.27,3371.69,3371.89,155,19,0
2025-08-06 08:16:00,3371.88,3372.21,3371.73,3371.73,117,19,0
2025-08-06 08:18:00,3371.68,3372.33,3371.65,3372.25,126,19,0
2025-08-06 08:20:00,3372.24,3372.72,3371.72,3371.79,185,18,0
2025-08-06 08:22:00,3371.78,3372.24,3370.96,3371.02,141,18,0
2025-08-06 08:24:00,3371.01,3371.81,3370.67,3371.78,166,18,0
2025-08-06 08:26:00,3371.68,3371.7,3370.88,3370.99,143,18,0
