time,open,high,low,close,tick_volume,spread,real_volume
2025-10-01 08:48:00,3862.93,3864.15,3862.5,3862.59,675,17,0
2025-10-01 08:54:00,3862.63,3864.3,3862.42,3863.5,715,17,0
2025-10-01 09:00:00,3863.43,3864.4,3860.21,3862.84,912,17,0
2025-10-01 09:06:00,3862.87,3863.45,3858.99,3859.94,945,17,0
2025-10-01 09:12:00,3859.92,3860.98,3857.72,3858.13,893,17,0
2025-10-01 09:18:00,3858.12,3858.16,3853.35,3855.81,1557,17,0
2025-10-01 09:24:00,3855.79,3861.78,3855.67,3861.78,1256,17,0
2025-10-01 09:30:00,3861.92,3862.23,3859.08,3861.92,1040,16,0
2025-10-01 09:36:00,3861.87,3863.18,3859.87,3863.18,982,16,0
2025-10-01 09:42:00,3863.0,3864.82,3862.8,3864.17,1297,16,0
2025-10-01 09:48:00,3864.29,3864.6,3860.67,3861.87,1143,16,0
2025-10-01 09:54:00,3861.82,3862.31,3857.84,3859.17,1160,16,0
2025-10-01 10:00:00,3859.16,3862.23,3858.95,3861.99,1406,16,0
2025-10-01 10:06:00,3861.9,3864.65,3860.23,3864.3,1230,16,0
2025-10-01 10:12:00,3864.3,3867.79,3864.29,3867.75,1397,16,0
2025-10-01 10:18:00,3867.74,3870.38,3867.34,3869.3,1473,16,0
2025-10-01 10:24:00,3869.35,3871.31,3867.48,3870.69,1403,17,0
2025-10-01 10:30:00,3870.68,3872.15,3869.98,3871.35,1579,16,0
2025-10-01 10:36:00,3871.36,3874.05,3870.16,3870.39,1484,16,0
2025-10-01 10:42:00,3870.43,3872.95,3868.18,3872.94,1391,16,0
2025-10-01 10:48:00,3872.96,3879.64,3872.96,3878.73,1756,16,0
2025-10-01 10:54:00,3878.69,3879.45,3875.62,3879.19,1473,17,0
2025-10-01 11:00:00,3879.17,3885.24,3879.06,3884.67,1944,16,0
2025-10-01 11:06:00,3884.65,3887.65,3882.23,3887.59,1809,17,0
2025-10-01 11:12:00,3887.6,3890.18,3886.51,3890.12,1811,17,0
2025-10-01 11:18:00,3890.09,3895.33,3888.86,3892.65,1968,16,0
2025-10-01 11:24:00,3892.7,3894.01,3890.86,3891.78,1528,16,0
2025-10-01 11:30:00,3891.75,3892.45,3887.97,3890.41,1703,16,0
2025-10-01 11:36:00,3890.42,3893.79,3888.67,3891.96,1663,16,0
2025-10-01 11:42:00,3891.98,3892.51,3890.42,3891.71,1509,16,0
2025-10-01 11:48:00,3891.63,3892.25,3890.42,3891.27,1056,16,0
2025-10-01 11:54:00,3891.26,3893.73,3891.14,3892.99,917,16,0
2025-10-01 12:00:00,3893.02,3895.0,3892.27,3893.63,927,16,0
2025-10-01 12:06:00,3893.59,3894.96,3891.91,3894.63,1094,16,0
2025-10-01 12:12:00,3894.58,3895.06,3891.33,3891.8,934,17,0
2025-10-01 12:18:00,3891.66,3891.66,3884.49,3887.78,1549,16,0
2025-10-01 12:24:00,3887.78,3888.05,3885.23,3886.08,1303,16,0
2025-10-01 12:30:00,3886.14,3886.75,3883.66,3885.85,1507,16,0
2025-10-01 12:36:00,3885.87,3889.96,3884.35,3889.82,1175,16,0
2025-10-01 12:42:00,3889.81,3891.06,3885.34,3887.95,1400,16,0
2025-10-01 12:48:00,3887.91,3891.49,3887.4,3891.26,993,16,0
2025-10-01 12:54:00,3891.25,3891.45,3888.72,3888.91,838,16,0
2025-10-01 13:00:00,3888.94,3889.37,3885.79,3886.58,1092,16,0
2025-10-01 13:06:00,3886.59,3888.9,3885.71,3887.58,981,16,0
2025-10-01 13:12:00,3887.6,3889.48,3886.85,3887.79,828,16,0
2025-10-01 13:18:00,3887.75,3889.15,3886.94,3889.06,973,16,0
2025-10-01 13:24:00,3889.03,3889.47,3886.22,3886.38,1237,16,0
2025-10-01 13:30:00,3886.18,3887.63,3885.81,3886.35,999,16,0
2025-10-01 13:36:00,3886.32,3886.47,3885.16,3885.59,874,16,0
2025-10-01 13:42:00,3885.55,3889.57,3885.55,3888.92,1034,16,0
2025-10-01 13:48:00,3888.92,3889.04,3886.69,3888.22,885,16,0
2025-10-01 13:54:00,3888.25,3888.31,3886.15,3887.61,760,16,0
2025-10-01 14:00:00,3887.6,3888.45,3886.39,3888.05,730,16,0
2025-10-01 14:06:00,3888.0,3888.3,3884.22,3884.51,926,16,0
2025-10-01 14:12:00,3884.51,3885.13,3881.04,3884.76,1373,16,0
2025-10-01 14:18:00,3884.76,3885.51,3883.36,3884.82,1078,16,0
2025-10-01 14:24:00,3884.99,3885.08,3881.87,3881.93,784,16,0
2025-10-01 14:30:00,3881.91,3882.5,3878.02,3880.12,1546,16,0
2025-10-01 14:36:00,3880.06,3881.74,3879.51,3881.63,878,17,0
2025-10-01 14:42:00,3881.67,3883.93,3880.93,3883.27,920,17,0
2025-10-01 14:48:00,3883.29,3883.29,3881.04,3881.78,907,17,0
2025-10-01 14:54:00,3881.82,3884.42,3881.71,3883.57,998,16,0
2025-10-01 15:00:00,3883.73,3884.49,3881.41,3882.02,1177,16,0
2025-10-01 15:06:00,3882.03,3885.34,3881.88,3884.49,1308,16,0
2025-10-01 15:12:00,3884.55,3891.09,3883.85,3888.69,1761,16,0
2025-10-01 15:18:00,3888.66,3890.52,3884.45,3884.62,2754,16,0
2025-10-01 15:24:00,3884.56,3884.89,3875.4,3877.83,2607,16,0
2025-10-01 15:30:00,3878.2,3880.81,3875.94,3876.42,2550,16,0
2025-10-01 15:36:00,3876.4,3878.73,3871.96,3873.84,2211,16,0
2025-10-01 15:42:00,3873.79,3877.14,3872.71,3873.23,2175,16,0
2025-10-01 15:48:00,3873.24,3874.17,3870.54,3870.62,2052,16,0
2025-10-01 15:54:00,3870.88,3872.25,3864.57,3870.48,2264,16,0
2025-10-01 16:00:00,3870.45,3871.4,3868.19,3868.26,2036,16,0
2025-10-01 16:06:00,3868.26,3873.98,3867.03,3869.93,2042,16,0
2025-10-01 16:12:00,3870.11,3870.71,3863.65,3869.19,2227,16,0
2025-10-01 16:18:00,3868.99,3870.29,3865.57,3867.73,1751,16,0
2025-10-01 16:24:00,3867.72,3870.25,3865.51,3869.93,1686,16,0
2025-10-01 16:30:00,3869.97,3876.98,3869.97,3874.12,2609,16,0
2025-10-01 16:36:00,3874.11,3874.68,3868.93,3874.32,2494,16,0
2025-10-01 16:42:00,3874.33,3875.11,3871.97,3874.51,2084,16,0
2025-10-01 16:48:00,3874.48,3874.51,3867.66,3872.61,2470,16,0
2025-10-01 16:54:00,3872.63,3873.41,3870.85,3872.89,1607,16,0
